WKT,id,nombre,tipo,etapa,etapa_obse,estado,subcategor,calle,altura,calle2,direccion_,barrio,comuna
"POINT (-58.5156373291473 -34.6491866976531)",94,Htal. Santojanni,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,Hospital,PILAR,950,,PILAR 950,Liniers,Comuna 9
"POINT (-58.3818950222302 -34.5982531573038)",93,Estación Paraguay,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,PARAGUAY,9 DE JULIO AV. y PARAGUAY,Retiro,Comuna 1
"POINT (-58.3815394202477 -34.6053778858849)",92,Estación Obelisco Sur,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,SARMIENTO,9 DE JULIO AV. y SARMIENTO,San Nicolas,Comuna 1
"POINT (-58.3817535578343 -34.6017254419825)",91,Estación Obelisco Norte,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,TUCUMAN,9 DE JULIO AV. y TUCUMAN,San Nicolas,Comuna 1
"POINT (-58.3813918661666 -34.6075846089842)",90,Estación Mitre,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,"MITRE, BARTOLOME","9 DE JULIO AV. y MITRE, BARTOLOME",San Nicolas,Comuna 1
"POINT (-58.3809905284027 -34.6155097729598)",89,Estación México,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,MEXICO,9 DE JULIO AV. y MEXICO,Monserrat,Comuna 1
"POINT (-58.3820015194344 -34.5971201763966)",88,Estación Marcelo T. de Alvear,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,"ALVEAR, MARCELO T. De","9 DE JULIO AV. y ALVEAR, MARCELO T. De",Retiro,Comuna 1
"POINT (-58.4863875242843 -34.5743238335171)",87,Estación Juan Manuel de Rosas - Línea B,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea B,TRIUNVIRATO AV.,0,MONROE,TRIUNVIRATO AV. y MONROE,Villa Urquiza,Comuna 12
"POINT (-58.3814587397799 -34.6064568154422)",82,Estación Juan D. Perón,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,"PERON, JUAN DOMINGO, TTE. GENERAL","9 DE JULIO AV. y PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,Comuna 1
"POINT (-58.444300153847 -34.5947640307614)",81,"Metrobus Juan B. Justo, Estación Av. Corrientes",Metrobus,Segunda etapa HRL,2015,Disponible,Juan B. Justo,CORRIENTES AV.,0,"JUSTO, JUAN B. AV.","CORRIENTES AV. y JUSTO, JUAN B. AV.",Villa Crespo,Comuna 15
"POINT (-58.3808827691278 -34.6178904773706)",80,Estación Independencia,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,INDEPENDENCIA AV.,9 DE JULIO AV. e INDEPENDENCIA AV.,Monserrat,Comuna 1
"POINT (-58.4810166134958 -34.5777972373359)",78,Estación Esteban Echeverría - Línea B,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea B,TRIUNVIRATO AV.,0,JURAMENTO,TRIUNVIRATO AV. y JURAMENTO,Villa Urquiza,Comuna 12
"POINT (-58.3808540572395 -34.6188767140538)",75,Estación Estados Unidos,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,Constitucion,Comuna 1
"POINT (-58.3818550522952 -34.5994274672618)",74,Estación Córdoba,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,CORDOBA AV.,9 DE JULIO AV. y CORDOBA AV.,Retiro,Comuna 1
"POINT (-58.3809449927938 -34.6166794883139)",73,Estación Chile,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,CHILE,9 DE JULIO AV. y CHILE,Monserrat,Comuna 1
"POINT (-58.3810424601935 -34.6134730732241)",72,Estación Belgrano,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,BELGRANO AV.,9 DE JULIO AV. y BELGRANO AV.,Monserrat,Comuna 1
"POINT (-58.381171727514 -34.611070891371)",71,Estación Alsina,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,"ALSINA, ADOLFO","9 DE JULIO AV. y ALSINA, ADOLFO",Monserrat,Comuna 1
"POINT (-58.4077330908641 -34.6379349572243)",70,Enrique Banchs,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,CASEROS AV.,0,"URQUIZA, Gral.","CASEROS AV. y URQUIZA, Gral.",Parque Patricios,Comuna 4
"POINT (-58.4746023514832 -34.676923360823)",69,El Progreso,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,RIESTRA AV.,5655,,RIESTRA AV. 5655,Villa Lugano,Comuna 8
"POINT (-58.3602658369179 -34.6094311596753)",67,Dirección Gral. de Museos,Espacio Público,Gestión previa HRL,,Disponible,Edificios del GCABA,DE LOS ITALIANOS AV.,0,MARTA LYNCH,DE LOS ITALIANOS AV. y LYNCH MARTA,Puerto Madero,Comuna 1
"POINT (-58.374854938614 -34.6103442931861)",64,Diagonal Sur y Peru,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,"ROCA, JULIO A., PRESIDENTE AV.",0,PERU,"ROCA, JULIO A., PRESIDENTE AV. y PERU",Monserrat,Comuna 1
"POINT (-58.3790286025624 -34.6048900950283)",63,Diagonal Norte y Sarmiento,Área Central,Gestión previa HRL,,Disponible,Diagonal Norte,"SAENZ PEÑA, ROQUE, PRES. AV.",0,SARMIENTO,"SAENZ PEÑA, ROQUE, PRES. AV. y SARMIENTO",San Nicolas,Comuna 1
"POINT (-58.3737067236271 -34.6076443815688)",62,Diagonal Norte y San Martín,Área Central,Gestión previa HRL,,Disponible,Diagonal Norte,"SAENZ PEÑA, ROQUE, PRES. AV.",0,SAN MARTIN,"SAENZ PEÑA, ROQUE, PRES. AV. y SAN MARTIN",Monserrat,Comuna 1
"POINT (-58.3772660055996 -34.6057782667736)",61,Diagonal Norte y Perón,Área Central,Gestión previa HRL,,Disponible,Diagonal Norte,"SAENZ PEÑA, ROQUE, PRES. AV.",0,"PERON, JUAN DOMINGO, TTE. GENERAL","SAENZ PEÑA, ROQUE, PRES. AV. y PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,Comuna 1
"POINT (-58.3763846689 -34.6062456866607)",60,Diagonal Norte y Maipú,Área Central,Gestión previa HRL,,Disponible,Diagonal Norte,"SAENZ PEÑA, ROQUE, PRES. AV.",0,MAIPU,"SAENZ PEÑA, ROQUE, PRES. AV. y MAIPU",San Nicolas,Comuna 1
"POINT (-58.3748931714984 -34.6070196315074)",59,Diagonal Norte y Florida,Área Central,Gestión previa HRL,,Disponible,Diagonal Norte,"SAENZ PEÑA, ROQUE, PRES. AV.",0,FLORIDA,"SAENZ PEÑA, ROQUE, PRES. AV. y FLORIDA",San Nicolas,Comuna 1
"POINT (-58.3916273578678 -34.6245876275318)",58,Del Docente,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,ENTRE RIOS AV.,1349,,ENTRE RIOS AV. 1349,San Cristobal,Comuna 3
"POINT (-58.4053978013412 -34.6045810220854)",57,Estación Pueyrredón - Línea B,Subte,Gestión previa HRL,Julio-2017,Disponible,Línea B,CORRIENTES AV.,0,PUEYRREDON AV.,CORRIENTES AV. y PUEYRREDON AV.,Balvanera,Comuna 3
"POINT (-58.3794978082552 -34.6547384614982)",51,Centro Metropolitano de Diseño,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,ALGARROBO,1041,,ALGARROBO 1041,Barracas,Comuna 4
"POINT (-58.3778740475355 -34.6081412139402)",50,Ctro. de Inf. Turística 'Roberto Arlt',Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,RIVADAVIA AV.,0,ESMERALDA,RIVADAVIA AV. y ESMERALDA,Monserrat,Comuna 1
"POINT (-58.490829477189 -34.5511265769768)",49,Comisaría Comunal 12,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,RAMALLO,4389,,RAMALLO 4389,Saavedra,Comuna 12
"POINT (-58.4610775798888 -34.665894627401)",48,CIFA,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,ESCALADA AV.,0,CASTAÑARES AV.,ESCALADA AV. y CASTAÑARES AV.,Villa Soldati,Comuna 8
"POINT (-58.4635405106623 -34.6290872274132)",33,Estación San José de Flores - Línea A,Subte,Gestión previa HRL,,Disponible,Linea A,RIVADAVIA AV.,0,PEDERNERA,RIVADAVIA AV. y PEDERNERA,Flores,Comuna 7
"POINT (-58.3866636169241 -34.6335531292623)",31,Centro Cultural Sur,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,CASEROS AV.,1750,,CASEROS AV. 1750,Barracas,Comuna 4
"POINT (-58.3918049157745 -34.5865924992157)",21,Centro Cultural Recoleta,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,JUNIN,1930,,JUNIN 1930,Recoleta,Comuna 2
"POINT (-58.4113854142757 -34.6247055639513)",20,Centro Cultural Julián Centeya,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,SAN JUAN AV.,3255,,SAN JUAN AV. 3255,San Cristobal,Comuna 3
"POINT (-58.4137620223228 -34.6059549906077)",17,Conservatorio Superior de Música Manuel de Falla,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,Sarmiento,3401,,SARMIENTO 3401,Almagro,Comuna 5
"POINT (-58.4237989317588 -34.5812818946845)",16,Carlos Guido y Spano,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,GUEMES,4601,,GUEMES 4601,Palermo,Comuna 14
"POINT (-58.3627060646101 -34.63934310901)",15,Caminito,Espacio Público,Gestión previa HRL,2da. ETAPA / Julio 2012,Disponible,Otros establecimientos,MAGALLANES,0,GARIBALDI,MAGALLANES y GARIBALDI,Boca,Comuna 4
"POINT (-58.4031550568903 -34.6062337965054)",9,EMAD - Escuela Metropolitana de Arte Dramático,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,Sarmiento,2573,,SARMIENTO 2573,Balvanera,Comuna 3
"POINT (-58.3747834538112 -34.6083884251727)",8,Av. de Mayo y Perú,Espacio Público,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Av. De Mayo,DE MAYO AV.,591,,DE MAYO AV. 591,Monserrat,Comuna 1
"POINT (-58.5107247353059 -34.5992834288627)",7,Antonio Devoto,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,BAHIA BLANCA,4025,,BAHIA BLANCA 4025,Villa Devoto,Comuna 11
"POINT (-58.4366871485887 -34.6060097185183)",6,Anfiteatro Parque Centenario,Espacio Público,Gestión previa HRL,,Disponible,Teatro,"GALLARDO, ANGEL AV.",0,"MARECHAL, LEOPOLDO","GALLARDO, ANGEL AV. y MARECHAL, LEOPOLDO",Villa Crespo,Comuna 15
"POINT (-58.4633488397356 -34.6849788440007)",5,Álvaro Yunque,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,SOLDADO DE LA FRONTERA AV.,5210,,SOLDADO DE LA FRONTERA AV. 5210,Villa Lugano,Comuna 8
"POINT (-58.3662602147304 -34.6161348963839)",4,Alicia Moreau de Justo y Chile,Espacio Público,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Alicia Moreau de Just,"MOREAU DE JUSTO, ALICIA AV.",0,"EYLE, PETRONA","MOREAU DE JUSTO, ALICIA AV. y EYLE, PETRONA",Puerto Madero,Comuna 1
"POINT (-58.3602750053352 -34.6298260831398)",1,Depósito Museo del Cine,Espacio Público,Gestión previa HRL,Gestión previa HRL,Disponible,Otros establecimientos,Ministro Brin,615,,"BRIN, Ministro 615",Boca,Comuna 4
