LAT,LNG,ID,NOMBRE,CALLE,ALTURA,PISO_DEPTO,DIRECCION_NORMALIZADA,BARRIO,COMUNA,CP,CPA,DIAS_Y_HORARIO,TELEFONOS,EMAIL,WEB,ACTIVIDAD,OTRAS_ACTIDADES,DEPENDENCIA,PUBLICO,SECTOR
-34.5916594,-58.4411942,1746,CAJA NEGRA EDITORA,AGUIRRE,1153,PISO 2 DPTO A,AGUIRRE 1153,VILLA CRESPO,COMUNA 15,1414,C1414ASW,,,CAJANEGRA@CAJANEGRAEDITORA.COM.AR,WWW.CAJANEGRAEDITORA.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.58054183,-58.46215044,1644,CALESITA DE LA PLAZA 25 DE AGOSTO,CHARLONE,0,,CHARLONE Y 14 DE JULIO,VILLA ORTUZAR,COMUNA 15,0,0,TODOS LOS DIAS DE 10:00 A 13:00 Y DE 14:30 A 21:00,,,,CALESITA,,,NIÑOS,PRIVADO
-34.59813798,-58.43527843,1382,CALIBROSCOPIO,AGUIRRE,458,,AGUIRRE 458,VILLA CRESPO,COMUNA 15,1414,C1414ASJ,,4855-8657,EDITORIAL@CALIBROSCOPIO.COM.AR,,EDITORIAL,,,GENERAL,PRIVADO
-34.59790314,-58.42982703,32,CASA DE LA LECTURA - ESPACIO CULTURAL,LAVALLEJA,924,,LAVALLEJA 924,VILLA CRESPO,COMUNA 15,1414,C1414DTT,"LUNES A VIERNES DE 15:00 A 20:00 SABADOS, DOMINGOS Y FERIADOS DE 09:00 A 20:00",5197-5476,CASADELALECTURA@GMAIL.COM,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.58301852,-58.44803265,329,CASTORERA,CORDOBA AV.,6237,,CORDOBA AV. 6237,CHACARITA,COMUNA 15,1427,C1427BZC,LUNES A VIERNES DE 14:00 A 22:00,4555-4199,CASTORERA_BAR@YAHOO.COM.AR,WWW.CASTORERA.COM,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59801829,-58.48236301,690,CENTRO CULTURAL AGRONOMIA,SAN MARTIN AV.,4453,,SAN MARTIN AV. 4453,AGRONOMIA,COMUNA 15,1417,C1417DSE,,4524-4027,CULTURA@AGRO.UBA.AR,WWW.AGRO.UBA.AR,CENTRO CULTURAL,,FACULTAD DE AGRONOMIA. UNIVERSIDAD DE BUENOS AIRES.,GENERAL,ESTADO NACIONAL
-34.60149931,-58.43972026,713,CENTRO CULTURAL EL QUIJOTE,ARAOZ,176,,ARAOZ 176,VILLA CRESPO,COMUNA 15,1414,C1414DPD,,,INFORMACIO@TEATROELQUIJOTE.COM.AR,WWW.ELQUIJOTE.COM.AR,CENTRO CULTURAL,,,GENERAL,PRIVADO
-34.59615843,-58.47762082,706,CENTRO CULTURAL MARTIN FIERRO,CHORROARIN AV.,280,,CHORROARIN AV. 280,AGRONOMIA,COMUNA 15,1427,C1427CWO,LUNES A VIERNES DE 09:00 A 16:00,4524-8498,CENTROCULTURAL@FVET.UBA.AR,WWW.FVET.UBA.AR,CENTRO CULTURAL,,FACULTAD DE CIENCIAS VETERINARIAS. UNIVERSIDAD DE BUENOS AIRES.,GENERAL,ESTADO NACIONAL
-34.60108798,-58.43904033,73,CENTRO CULTURAL OSVALDO PUGLIESE,ARAOZ,234,,ARAOZ 234,VILLA CRESPO,COMUNA 15,1414,C1414DPF,LUNES A VIERNES DE 17:30 A 22:00,4854-6778,CCULTURALPUGLIESE@GMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,CENTRO CULTURAL,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL,GENERAL,ESTADO MUNICIPAL
-34.57938004,-58.46907423,77,CENTRO CULTURAL ROBERTO SANTORO,GIRIBONE,1961,,GIRIBONE 1961,VILLA ORTUZAR,COMUNA 15,1427,C1427CBE,LUNES A VIERNES DE 16:30 A 21:30 (EXCEPTO MIERCOLES),4552-1690,CCROBERTOSANTORO@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,CENTRO CULTURAL,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL,GENERAL,ESTADO MUNICIPAL
-34.58851925,-58.44103595,981,CICLO UNO PRODUCTORA,CASTILLO,1366,,CASTILLO 1366,CHACARITA,COMUNA 15,1414,C1414AXD,,4777-1282,INFO@CICLOUNO.COM.AR,WWW.CICLOUNO.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.6009188,-58.44064971,979,CINEMA GROUP S.R.L.,"SCALABRINI ORTIZ, RAUL AV.",140,,"SCALABRINI ORTIZ, RAUL AV. 140",VILLA CRESPO,COMUNA 15,1414,C1414DNO,,4855-1702,INFO@CINEMAGROUP.COM.AR,,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.58470614,-58.46677458,974,CINE TAURO,TRONADOR,671,,TRONADOR 671,VILLA ORTUZAR,COMUNA 15,1427,C1427CRM,,4555-0880,ESTUDIOTRONADOR@GMAIL.COM,WWW.CINETAURO.COM.AR,PRODUCTORA AUDIOVISUAL,,,GENERAL,PRIVADO
-34.58800279,-58.44298313,1747,CLASE TURISTA EDITORIAL,BONPLAND,1135,,BONPLAND 1135,CHACARITA,COMUNA 15,1414,C1414CMI,,4854-6559,CONTACTO@EDCLASETURISTA.COM.AR,WWW.EDCLASETURISTA.COM.AR/ESP,EDITORIAL,,,GENERAL,PRIVADO
-34.5973237,-58.42629943,199,CLUB CULTURAL MATIENZO,PRINGLES,1249,,PRINGLES 1249,VILLA CRESPO,COMUNA 15,1183,C1183AEW,MARTES A VIERNES DESDE LAS 17 Y SABADOS Y DOMINGOS DESDE LAS 20 HS,,INFO@CCMATIENZO.COM.AR,HTTP://CCMATIENZO.COM.AR/,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.60422152,-58.43947311,625,CLUB DE TRAPECISTAS,FERRARI,252,,FERRARI 252,VILLA CRESPO,COMUNA 15,1414,C1414EGB,LUNES A VIERNES DE 19:00 A 21:00,4857-3934,INFO@CLUBDETRAPECISTAS.COM.AR,WWW.CLUBDETRAPECISTAS.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59325281,-58.43812579,671,CLUB FULGOR DE VILLA CRESPO - PRAKTIKA8 - MILONGA10,LOYOLA,828,,LOYOLA 828,VILLA CRESPO,COMUNA 15,1414,C1414AUR,MARTES Y SABADOS A LAS 20:00,4778-1511,INFO@MILONGA10.COM,WWW.PRAKTIKA8.MILONGA10.COM,MILONGA Y/O TANGUERIA,,,GENERAL,PRIVADO
-34.59764497,-58.48349857,1852,CONRADO LIBROS,SAN MARTIN AV.,4521,,SAN MARTIN AV. 4521,AGRONOMIA,COMUNA 15,1417,C1417DSF,LUNES A VIERNES DE 9:00 A 18:30 SABADOS DE 10:00A 13:00,4504-5520// 4502-4351,CONRADOLIBROS@HOTMAIL.COM,HTTPS://WWW.FACEBOOK.COM/PAGES/CONRADO-LIBROS/236093693124216,LIBRERIA,,,GENERAL,PRIVADO
-34.59870002,-58.4419868,89,CONSERVATORIO SUPERIOR DE MUSICA MANUEL DE FALLA - ANEXO 4,CAMARGO,725,,CAMARGO 725,VILLA CRESPO,COMUNA 15,1414,C1414AHO,LUNES A VIERNES DE 18:00 A 22:00,4854-4277,DGARTFALLA@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_DE_FALLA.PHP,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA,GENERAL,ESTADO MUNICIPAL
-34.5935777,-58.4454459,248,CORRIENTE AZUL,CORRIENTES AV.,5965,,CORRIENTES AV. 5965,VILLA CRESPO,COMUNA 15,1414,C1414AJM,MIERCOLES A SABADOS DE 19:00 A 23:00,,INFO@CORRIENTES.COM.AR,WWW.CORRIENTESAZUL.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59109991,-58.43506014,1561,CULB VILLA MALCOLM,CORDOBA AV.,5064,,CORDOBA AV. 5064,VILLA CRESPO,COMUNA 15,1414,C1414BAV,,4772-9796,,,MILONGA Y/O TANGUERIA,,,GENERAL,PRIVADO
-34.59768974,-58.43138259,1722,DEL ECLISE EDICIONES,"ALVAREZ, JULIAN",841,,"ALVAREZ, JULIAN 841",VILLA CRESPO,COMUNA 15,1414,C1414DRQ,,4771-3583,INFO@DELECLIPSE.COM,WWW.DELECLIPSE.COM,EDITORIAL,,,GENERAL,PRIVADO
-34.58238404,-58.4713722,1884,DIMAR EDITORA,TRIUNVIRATO AV.,3523,,TRIUNVIRATO AV. 3523,VILLA ORTUZAR,COMUNA 15,1427,C1427AAI,,4521-3852,,,LIBRERIA,,,GENERAL,PRIVADO
-34.59878148,-58.43518585,1042,EDICIONES EL ANDARIEGO,ARAOZ,577,PISO 4 DPTO 13,ARAOZ 577,VILLA CRESPO,COMUNA 15,1414,C1414DPK,,4855-2022,,WWW.EDICIONESANDARIEGO.COM.AR,EDITORIAL,,,,PRIVADO
-34.5956224,-58.45244374,1012,EDICIONES LEA,DORREGO AV.,330,,DORREGO AV. 330,CHACARITA,COMUNA 15,1414,C1414CJQ,,4856-9056,INFO@EDICIONESLEA.COM,WWW.EDICIONESLEA.COM,EDITORIAL,,,GENERAL,PRIVADO
-34.58581437,-58.44721348,1085,EDICIONES NISNO,ROSETI,181,,ROSETI 181,CHACARITA,COMUNA 15,1427,C1427BVC,,4855-4005,MANUALES@NISNO.COM.AR,WWW.PROYECTEYCONSTRUYABIEN.COM,EDITORIAL,,,,PRIVADO
-34.58205919,-58.45657261,1748,EDITORIAL ENTROPIA,CESPEDES,3800,,CESPEDES 3800,CHACARITA,COMUNA 15,1427,C1427EAF,,,INFO@EDITORIALENTROPIA.COM.AR,WWW.EDITORIALENTROPIA.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.60353533,-58.44784625,1024,EDITORIAL LOS ANDES,GALICIA,414,PISO 6 DPTO 14,GALICIA 414,VILLA CRESPO,COMUNA 15,1414,C1414EBH,,,INFO@EDITORIALLOSANDES.COM.AR,WWW.EDITORIALLOSANDES.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.60176699,-58.43338947,1156,EL ALEPH,CORRIENTES AV.,4790,,CORRIENTES AV. 4790,VILLA CRESPO,COMUNA 15,1414,C1414AJN,,4857-1248,,,LIBRERIA,,,GENERAL,PRIVADO
-34.57893409,-58.46174506,220,"EL ARBOL, CENTRO DE INVESTIGACION TEATRAL",14 DE JULIO,1261,,14 DE JULIO 1261,VILLA ORTUZAR,COMUNA 15,1427,C1427CJY,LUNES A VIERNES DE 11:00 A 20:00,4555-7652,TEATRO@RAULMERENUK.COM.AR,WWW.RAULMERENUK.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.5846947,-58.47657884,328,EL CRISOL,ARISMENDI,2658,,ARISMENDI 2658,PARQUE CHAS,COMUNA 15,1427,C1427DLF,"LUNES, MIERCOLES Y VIERNES DE 15:00 A 20:00",4523-0675,CRISOLTEATRO@YAHOO.COM.AR,WWW.CRISOL.ORG.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59766703,-58.433446,252,EL DOBLE,ARAOZ,727,,ARAOZ 727,VILLA CRESPO,COMUNA 15,1414,C1414DPO,LUNES A SABADOS DE 11:00 A 22:00,4855-2656,ELDOBLE@ELDOBLETEATRO.COM.AR,,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59482598,-58.43149814,299,EL EXCENTRICO DE LA 18,LERMA,420,,LERMA 420,VILLA CRESPO,COMUNA 15,1414,C1414AZJ,LUNES A VIERNES DE 16:00 A 20:00,4772-6092,INFO@ELEXCENTRICODELA18.COM.AR,WWW.ELEXCENTRICODELA18.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58662066,-58.45334213,1656,EL EXTRANJERO LIBROS Y CINE,OLLEROS,4128,,OLLEROS 4128,CHACARITA,COMUNA 15,1427,C1427EEN,LUNES A SABADOS DE 11:00 A 20:00,4554-8999,,HTTP://LIBROSYCINE.COM,LIBRERIA,,,GENERAL,PRIVADO
-34.59700028,-58.44202443,249,EL FARABUTE,CORRIENTES AV.,5534,,CORRIENTES AV. 5534,VILLA CRESPO,COMUNA 15,1414,C1414AJV,"JUEVES, VIERNES Y SABADOS DE 20:00 A 23:00",4854-1411,INFO@ELFARABUTE.COM.AR,WWW.ELFARABUTE.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58492517,-58.48859263,156,EL FARO,DE LOS CONSTITUYENTES AV.,4099,,DE LOS CONSTITUYENTES AV. 4099,PARQUE CHAS,COMUNA 15,1431,C1431EXF,LUNES A SABADOS DE 6:30 A 21:00 DOMINGOS DE 8:00 A 14:00,4573-3055,INFO@ELFAROCAFEBAR.COM.AR,WWW.ELFAROCAFEBAR.COM.AR,BAR NOTABLE,,,GENERAL,PRIVADO
-34.58492517,-58.48859263,2079,EL FARO.,DE LOS CONSTITUYENTES AV.,4099,,DE LOS CONSTITUYENTES AV. 4099,PARQUE CHAS,COMUNA 15,1431,C1431EXF,,,,,BAR ELEMENTO,,,,
-34.59856043,-58.43503451,821,EL LIBRO DE ARENA. SUCURSAL ARAOZ.,ARAOZ,594,,ARAOZ 594,VILLA CRESPO,COMUNA 15,1414,C1414DPL,,3535-1182,LIBRERIA@CALIBROSCOPIO.COM.AR,WWW.CALIBROSCOPIO.COM.AR/LIBRODEARENA/ARENA_LIBRERIA.HTML,LIBRERIA,,,NIÑOS,PRIVADO
-34.58714568,-58.49235291,2081,EL MOTIVO,"CARRIL, SALVADOR MARIA DEL AV.",2400,,"CARRIL, SALVADOR MARIA DEL AV. 2400",AGRONOMIA,COMUNA 15,1419,C1419GZP,,,,,BAR ELEMENTO,,,,
-34.59344287,-58.43279376,1224,EL PATIO DE LOS ACTORES,LERMA,568,,LERMA 568,VILLA CRESPO,COMUNA 15,1414,C1414AZL,,4772-9732,PATIODEACTORES@FIBERTEL.COM.AR,WWW.PATIODEACTORES.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58511704,-58.44635768,855,EL ZOCALO,CHARLONE,64,,CHARLONE 64,CHACARITA,COMUNA 15,1427,C1427BXB,,4857-1906,ELZOCALO@ELZOCALO.COM.AR,WWW.ELZOCALO.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.60013112,-58.44977562,335,ESCALADA,"ESCALADA DE SAN MARTIN, R.",332,,"ESCALADA DE SAN MARTIN, R. 332",VILLA CRESPO,COMUNA 15,1414,C1414DYB,LUNES A VIERNES DE 20:00 A 23:00,4856-0277,SALAESCALADA@YAHOO.COM.AR,HTTP://SALAESCALADA.BLOGSPOT.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59770433,-58.43035211,91,ESCUELA METROPOLITANA DE ARTE DRAMATICA - ANEXO 1,JUFRE,141,,JUFRE 141,VILLA CRESPO,COMUNA 15,1414,C1414AYC,LUNES A VIERNES DE 9:00 A 14:00,4773-0755,DGEARTMAD@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/ESC_METROP_ART_DRAM.PHP,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA,GENERAL,ESTADO MUNICIPAL
-34.59396404,-58.43177916,1465,ESCUELA MOTIVARTE,MALABIA,1141,,MALABIA 1141,VILLA CRESPO,COMUNA 15,1414,C1414DLW,,4773-1818,CARRERA@MOTIVARTE.COM,WWW.COMUNIDAD.MOTIVARTE.COM,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,,GENERAL,PRIVADO
-34.59079381,-58.44217028,631,ESPACIO AGUIRRE,AGUIRRE,1270,,AGUIRRE 1270,VILLA CRESPO,COMUNA 15,1414,C1414ASZ,MIERCOLES A DOMINGOS DE 17:00 A 20:00,4854-1905,ESPACIOAGUIRRE@TUTOPIA.COM,,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58252922,-58.45091093,81,ESPACIO CULTURAL CARLOS GARDEL,OLLEROS,3640,PB,OLLEROS 3640,CHACARITA,COMUNA 15,1427,C1427EED,LUNES A VIERNES DE 10 A 21:30HS,4552-4229,PROGRAMACIONCARLOSGARDEL@GMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/CULTURA/PROMOCION/ESPACIOSCULTURALES/GARDEL,ESPACIO CULTURAL,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL,GENERAL,ESTADO MUNICIPAL
-34.59759758,-58.43998367,632,ESPACIO CULTURAL URBANO,ACEVEDO,460,,ACEVEDO 460,VILLA CRESPO,COMUNA 15,1414,C1414DJJ,MARTES A SABADOS,4854-2257,ESPACIOURBANO@YAHOO.COM.AR,WWW.ESPACIOCULTURALURBANO.COM,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59235885,-58.45003507,93,ESPACIO TEATRAL LOS ANDES,LEIVA,4249,,LEIVA 4249,CHACARITA,COMUNA 15,1427,C1427EMG,LUNES A VIERNES DE 15:00 A 22:00 SABADOS DE 10:00 A 20:30,4855-0177,DGEARTEXTENSION@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/LOS_ANDES.PHP,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA,NIÑOS Y ADOLESCENTES,ESTADO MUNICIPAL
-34.59927098,-58.44223346,1440,ETER,ACEVEDO,262,,ACEVEDO 262,VILLA CRESPO,COMUNA 15,1414,C1414DJF,LUNES A VIERNES DE 12 A 19,4857-5701,INFO@ETER.COM.AR,WWW.ETER.COM.AR,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,,GENERAL,PRIVADO
-34.5970109,-58.42843114,405,GALERIA ARTE X ARTE,LAVALLEJA,1062,,LAVALLEJA 1062,VILLA CRESPO,COMUNA 15,1414,C1414DTV,MARTES A VIERNES DE 13:30 A 20:00 SABADOS DE 11:030 A 15:00,4773-2738 // 4772-6754,,WWW.GALERIAARTEXARTE.COM,GALERIA DE ARTE,,,GENERAL,PRIVADO
-34.58338101,-58.44915644,331,GARGANTUA,"NEWBERY, JORGE AV.",3563,,"NEWBERY, JORGE AV. 3563",CHACARITA,COMUNA 15,1427,C1427EGB,LUNES A DOMINGOS DE 18:00 A 22:00,4555-5596,INFO@TEATROGARGANTUA.COM.AR,WWW.TEATROGARGANTUA.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.5853855,-58.45377982,994,GRUPO EDIBA,FOREST AV.,579,,FOREST AV. 579,CHACARITA,COMUNA 15,1427,C1427CEC,,0800-555-33422 / 4554-9800,,WWW.EDIBA.COM,EDITORIAL,,,,PRIVADO
-34.58737684,-58.46592558,1572,GRUPO ESPELEOLOGICO ARGENTINO,HEREDIA,426,,HEREDIA 426,VILLA ORTUZAR,COMUNA 15,1427,C1427CNF,LUNES A VIERNES 10 A 14HS,4552-1716,INFO@GEA.ORG.AR,WWW.GEA.ORG.AR,BIBLIOTECA,,,GENERAL,ONG
-34.60564699,-58.44928473,310,GRUPO MATEMURGA DE VILLA CRESPO,"VIALE, LUIS",654,,"VIALE, LUIS 654",VILLA CRESPO,COMUNA 15,1416,C1416DMD,"MIERCOLES, JUEVES Y VIERNES DE 12:00 A 18:00",651,MATEMURGA@YAHOO.COM.AR,WWW.MATEMURGA.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59728411,-58.42865273,888,GRUPO SUAR S.R.L.,LAVALLEJA,1021,,LAVALLEJA 1021,VILLA CRESPO,COMUNA 15,1414,C1414DTU,,4866-3543,CIEN@CIENANIOSDEPERDON.COM.AR,WWW.CIENANIOSDEPERDON.COM.AR,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.58434506,-58.47245151,1571,"INSTITUTO DE INVESTIGACIONES MEDICAS ""ALFREDO LANARI""",COMBATIENTES DE MALVINAS AV.,3150,,COMBATIENTES DE MALVINAS AV. 3150,PARQUE CHAS,COMUNA 15,1427,C1427ARO,LUNES A VIERNES 10 A 17HS,4514-8701,BIBLIOTECA@LAMARI.FMED.UBA.AR,WWW.UBA.AR/INSTITUCIONAL/CONTENIDOS,BIBLIOTECA,,UNIVERSIDAD DE BUENOS AIRES.,GENERAL,ESTADO NACIONAL
-34.58506681,-58.47141459,1423,"INSTITUTO SUPERIOR DE FORMACION ARTISTICA DE MUSICA ""JUAN PEDRO ESNAOLA""",GIRARDOT,1946,,GIRARDOT 1946,VILLA ORTUZAR,COMUNA 15,1427,C1427AKP,LUNES A VIERNES DE 18 A 21:30,4521-5831 / 4553-4565,INFOESNAOLA@YAHOO.COM.AR,,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,MINISTERIO DE EDUCACION DEL GOBIERNO DE LA CIUDAD DE BUENOS AIRES.,GENERAL,ESTADO MUNICIPAL
-34.5906576,-58.45033792,1608,LA CALESITA DE PARQUE LOS ANDES,"ARENAL, CONCEPCION",0,,"ARENAL, CONCEPCION Y CORRIENTES AV.",CHACARITA,COMUNA 15,0,0,"SABADOS, DOMINGOS Y FERIADOS DE 10:00 A 20:00",,,,CALESITA,,,NIÑOS,PRIVADO
-34.58329032,-58.45262019,2115,LA GENTILEZA,"LACROZE, FEDERICO AV.",3800,,"LACROZE, FEDERICO AV. 3800",CHACARITA,COMUNA 15,1427,C1427EDP,,,,,BAR IDENTIFICADO,,,,
-34.59686349,-58.43238618,2170,LA GRAN JAIME,ARAOZ,832,,ARAOZ 832,VILLA CRESPO,COMUNA 15,1414,C1414DPR,MARTES A SABADOS DESDE LAS 18 HS,,LAGRANJAIME@GMAIL.COM,WWW.FACEBOOK.COM/LA.GRAN.JAIME,CENTRO CULTURAL,,,GENERAL,PRIVADO
-34.59837286,-58.44427513,1944,LA INTERNACIONAL ARGENTINA,PADILLA,865,,PADILLA 865,VILLA CRESPO,COMUNA 15,1414,C1414AGM,,,MANSALVA@YAHOO.COM.AR,,LIBRERIA,,,GENERAL,PRIVADO
-34.59684194,-58.44219506,336,LA RATONERA CULTURAL,CORRIENTES AV.,5552,,CORRIENTES AV. 5552,VILLA CRESPO,COMUNA 15,1414,C1414AJV,LUNES A VIERNES DE 15:00 A 22:00,4857-2193,INFO@LARATONERA.COM.AR,WWW.LARATONERA.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.58137444,-58.45454976,922,LETRA IMPRESA GRUPO EDITOR,PALPA,3672,,PALPA 3672,CHACARITA,COMUNA 15,1427,C1427EBD,,4552-9533 / 4553-0155,,WWW.LETRAIMPRESA.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.60143956,-58.4651881,1873,LIBRERIA DEL SOL,ESPINOSA,2393,,ESPINOSA 2393,PATERNAL,COMUNA 15,1416,C1416CEY,,4583-5029,AGREMICO@HOTMAIL.COM,,LIBRERIA,,,GENERAL,PRIVADO
-34.60011424,-58.43933709,1687,LIBRERIA NADIR. SUCURSAL SCALABRINI ORTIZ.,"SCALABRINI ORTIZ, RAUL AV.",274,,"SCALABRINI ORTIZ, RAUL AV. 274",VILLA CRESPO,COMUNA 15,1414,C1414DNP,,4856-7473,VILLACRESPO@LIBRERIASNADIR.COM.AR,WWW.LIBRERIASNADIR.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.58836163,-58.45094655,2114,LOS 3 HERMANOS,FOREST AV.,317,,FOREST AV. 317,CHACARITA,COMUNA 15,1427,C1427CEA,,,,,BAR IDENTIFICADO,,,,
-34.59594297,-58.43201512,247,MADERA DE SUEÑOS,JUFRE,375,,JUFRE 375,VILLA CRESPO,COMUNA 15,1414,C1414AYG,,4777-1015,,,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59695393,-58.45679719,2169,MARGEN DEL MUNDO,"ARENAL, CONCEPCION",4865,,"ARENAL, CONCEPCION 4865",CHACARITA,COMUNA 15,1427,C1427ELC,LUNES A VIERNES DE 12:00 A 16:00 HS,4857-1825,,HTTP://MARGENDELMUNDO.COM.AR/,MUSEO,,,GENERAL,PRIVADO
-34.58312527,-58.44612801,1081,MC GRAW-HILL INTERAMERICANA EDITORES,"ARENAL, CONCEPCION",3425,PISO 3 DPTO 44,"ARENAL, CONCEPCION 3425",CHACARITA,COMUNA 15,1427,C1427EKA,,,INFOR_ARGENTINA@MCGRAW-HILL.COM,WWW.MCGRAW-HILL.MX/ARGW/INDEX.HTML,EDITORIAL,,,GENERAL,PRIVADO
-34.58646345,-58.45162965,1779,MUSEO ANCONETANI DEL ACORDEON,GUEVARA,492,,GUEVARA 492,CHACARITA,COMUNA 15,1427,C1427BRJ,MARTES Y JUEVES DE 15:00 A 18:30,4553-9440,INFO@ANCONETANI.NET,WWW.ANCONETANI.NET,MUSEO,,,GENERAL,PRIVADO
-34.58437012,-58.45363362,362,MUSEO FOTOGRAFICO SIMIK,"LACROZE, FEDERICO AV.",3901,PB,"LACROZE, FEDERICO AV. 3901",CHACARITA,COMUNA 15,1427,C1427EDE,LUNES A SABADOS DE 08:00 A 24:00,4554-5529 // 4560-4311,INFO@SIMIK.COM.AR,HTTP://MUSEOFOTOGRAFICOSIMIK.COM/,MUSEO,,,GENERAL,PRIVADO
-34.5966478,-58.43389365,941,NUTS STUDIO S.A.,"SCALABRINI ORTIZ, RAUL AV.",764,PISO 3,"SCALABRINI ORTIZ, RAUL AV. 764",VILLA CRESPO,COMUNA 15,1414,C1414DNU,,4777-0295 / 0271,,WWW.NUTSTUDIO.COM,PRODUCTORA AUDIOVISUAL,,,ADULTOS,PRIVADO
-34.59544613,-58.42998122,1257,OVEJA DESCARRIADA!,ARAOZ,1047,,ARAOZ 1047,VILLA CRESPO,COMUNA 15,1414,C1414DPU,MIERCOLES DE 11:00 A 22:00 JUEVES DE 11:00 A 0:00 VIERNES Y SABADOS DE 11:00 A 3:00 DOMINGOS DE 15:00 A 0:00,4776- 0574,LAQUEDIOELMALPASO@GMAIL.COM,WWW.FACEBOOK.COM/PAGES/OVEJA-DESCARRIADA/217250971696819,BAR CULTURAL,,,GENERAL,PRIVADO
-34.59764248,-58.4410656,2001,PALUMBO,CORRIENTES AV.,5457,,CORRIENTES AV. 5457,VILLA CRESPO,COMUNA 15,1414,C1414AJH,,4854-8034,,,LIBRERIA,,,GENERAL,PRIVADO
